Tweet_ID,Date,User,Query,Tweet,Likes,Retweets,URL,Polarity,Sentiment
1855975481767567515,2024-11-11 14:06:51+00:00,4853602248,#PatientExperience,"Choice of #aHUS treatments - what do atypical HUS patients want? https://t.co/hTcWTXS7wj  Pros &amp; Cons, from the patient &amp; #caregiver Point of View. #cmTMA #complement #PatientExperience https://t.co/yvUR4Dx1th",0,0,https://twitter.com/user/status/1855975481767567515,0.0,Neutral
1855974095818555820,2024-11-11 14:01:21+00:00,44866738,#PatientExperience,My first Matrons away day preparing me for my new role as surgical matron @WWLNHS #PatientExperience #LeadershipDevelopment @k_mantron @melaniejaynepi1 @emmajayaddie https://t.co/28HMMNzsf0,15,1,https://twitter.com/user/status/1855974095818555820,0.19318181818181818,Positive
1855971325367447603,2024-11-11 13:50:20+00:00,1836785551107559424,#PatientExperience,"#DigitalHealth is on the rise! With the increased adoption of #Telemedicine, digital records, and mobile apps, healthcare is becoming more accessible than ever.
 What’s next in digital health?

Read more..
https://t.co/4j5LvVo0Z5

#FutureOfHealthcare #PatientExperience https://t.co/zqNxW4eeWR",1,0,https://twitter.com/user/status/1855971325367447603,0.26071428571428573,Positive
1855964961652019664,2024-11-11 13:25:03+00:00,1687087725432729600,#PatientExperience,"RT @SagilityHealth: In this article, Sohail Djariri, Sagility’s Chief Growth Officer, discusses how health plans can be explored using cons…",0,1,https://twitter.com/user/status/1855964961652019664,0.0,Neutral
1855960834775687210,2024-11-11 13:08:39+00:00,2410037223,#PatientExperience,"RT @WHTHFFT: FFT Feedback of the week - Beckett Ward, St Albans City Hospital (SACH)

We're so proud of Beckett Ward, SACH for receiving su…",0,1,https://twitter.com/user/status/1855960834775687210,0.8,Positive
1855958726810722506,2024-11-11 13:00:17+00:00,1440910384681009158,#PatientExperience,"In this article, Sohail Djariri, Sagility’s Chief Growth Officer, discusses how health plans can be explored using consumer retailer strategies to build the member experience. 

Read his article: https://t.co/Fb7aW4XOqY

#MemberExperience #PatientExperience #HealthPlans #Payer https://t.co/cQuIopi3od",2,1,https://twitter.com/user/status/1855958726810722506,0.0,Neutral
1855958726466838689,2024-11-11 13:00:17+00:00,1713310723340738561,#PatientExperience,"Our Patient Engagement System leverages your existing RTLS to display real-time verification, reassuring patients that each care provider is authorized. A straightforward way to strengthen patient security and peace of mind. Contact us to learn more!
#PatientExperience #RTLS https://t.co/ePbUScClZ0",0,0,https://twitter.com/user/status/1855958726466838689,0.5,Positive
1855953066463310210,2024-11-11 12:37:47+00:00,1116331434195787782,#PatientExperience,"Day 10

Develop a user-friendly rating and feedback interface for patients to evaluate their healthcare experience, helping to enhance service quality. 

#UserFeedback #HealthcareUX #PatientExperience #Telemedicine #DesignChallenge https://t.co/UneYZdMkmI https://t.co/m7j1pcsfjn",19,0,https://twitter.com/user/status/1855953066463310210,0.0,Neutral
1855950150620922317,2024-11-11 12:26:12+00:00,24875732,#PatientExperience,RT @southasianIBD: SAIA is excited to join hands with @MondayNightIBD for an important discussion on the role of intestinal ultrasound in #…,0,16,https://twitter.com/user/status/1855950150620922317,0.3875,Positive
1855947008164700192,2024-11-11 12:13:43+00:00,986143981955252224,#PatientExperience,"🌟Next week at the #PatientExperience Congress, we're honored to welcome Phillip Stylianides, Chief Operating Officer at Picker Institute, as an esteemed speaker!🌟➡️REGISTER NOW: https://t.co/KrRSRt8LoS #PXCongress #patientsafety #patientcare #patientdata #patientfirst #patient https://t.co/uYhB384v3K",0,0,https://twitter.com/user/status/1855947008164700192,0.8,Positive
1855943410760470730,2024-11-11 11:59:25+00:00,710764197781504001,#PatientExperience,"For group discount details, call 98188 44901 or 94596 64765

Register now to secure your spot.

#Healthcare #PatientExperience #PatientSafety #VoiceOfHealthcare #SarvodayaHealthcare #HealthcareConference",0,0,https://twitter.com/user/status/1855943410760470730,0.4,Positive
1855935912477159436,2024-11-11 11:29:37+00:00,986143981955252224,#PatientExperience,"🌟The Final Countdown Begins!🌟 We’re thrilled to welcome Picker Institute as an Associate Partner at the #PatientExperience Congress! Join us as we unite leaders in patient-centered care, clinical excellence, and #healthcare innovation. ➡️ REGISTER NOW: https://t.co/KrRSRt8dzk https://t.co/B2EBhXaGzA",0,0,https://twitter.com/user/status/1855935912477159436,0.5333333333333333,Positive
1855929593665863859,2024-11-11 11:04:31+00:00,1584966678303150084,#PatientExperience,HCU patient feedback #PatientExperience @ExpTeamNCA @jenniferCourbet https://t.co/mYBlXqWHMx,0,0,https://twitter.com/user/status/1855929593665863859,0.0,Neutral
1855915725535535241,2024-11-11 10:09:24+00:00,2899174651,#PatientExperience,"A 60-year-old patient regained voice &amp; breath after a complex airway surgery by Dr. Sanjeev Mohanty at MGM Healthcare. Laryngo-tracheal reconstruction restored his ability to speak &amp; breathe.

https://t.co/ndVXSsOoye

#PatientExperience #healthcare #Bhubaneswar #Cuttack #Chennai",0,0,https://twitter.com/user/status/1855915725535535241,-0.3,Negative
1855913558661644753,2024-11-11 10:00:48+00:00,1746444376379715585,#PatientExperience,"🌐 Be There for Your Patients Anytime, Anywhere with Javna's Customer Engagement Platform!

Learn more &amp; contact our experts https://t.co/kzX2Iq9lD7 

#Javna #HealthcareSupport #PatientExperience #DigitalHealth #JavnaSolutions #24x7Engagement https://t.co/sqGdno3r6t",0,0,https://twitter.com/user/status/1855913558661644753,0.5,Positive
1855910694626926801,2024-11-11 09:49:25+00:00,1384109478740561933,#PatientExperience,"🤩 Patient Relative Feedback🤩-Ward 11 / WAFFU
Wow! Look at Such a thoughtful letter and gift given by a patients relative to ward 11/ WAFFU. Well done to the ward for all their hard work.
#patientfeedback #gifts #letters #patientexperience https://t.co/VOeXOeAke0",0,0,https://twitter.com/user/status/1855910694626926801,0.03888888888888889,Positive
1855900698405196044,2024-11-11 09:09:42+00:00,1761579087028441088,#PatientExperience,"Gm Chad's❤️❤️❤️🩸✌️
I saw the power of #PatientExperience today.💌💌🔥🐂🐂🐂🐂",1,0,https://twitter.com/user/status/1855900698405196044,0.0,Neutral
1855894945946550378,2024-11-11 08:46:50+00:00,1191284633683533824,#PatientExperience,#radiotherapy #cancer #oncology #radonc #healthcare #patientexperience #EDI #leadership #workforce #CPD #transcancer #transbreastcancer #queercancer #enbycancer #trans #equality #equity #nonbinary #nonbinarybreastcancer #queerbreastcancer #genderaffirmingcare #genderaffirming,0,0,https://twitter.com/user/status/1855894945946550378,0.0,Neutral
1855887648465748105,2024-11-11 08:17:50+00:00,2267126932,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855887648465748105,0.15,Positive
1855883259907072507,2024-11-11 08:00:24+00:00,986143981955252224,#PatientExperience,"(https://t.co/NnL9UirQcS) 🌟Only 1 Week Left! Meet Dr. Abeer Al Subait, Deputy Executive Director of Corporate Quality, #PatientSafety &amp; #PatientExperience at the Ministry of National Guard #Health Affairs - NGHA, KSA, an esteemed Scientific Committee Member at the #PXCongress! https://t.co/qoBwZoqxrb",0,0,https://twitter.com/user/status/1855883259907072507,0.0,Neutral
1855875155756769598,2024-11-11 07:28:12+00:00,986143981955252224,#PatientExperience,"🌟Michael G. to Take the Stage at the #patient Experience Congress!🌟We are excited to welcome Michael Giuliano, President of @PlanetreeConf  International, to the upcoming #PatientExperience Congress. ➡️ Register Now: https://t.co/KrRSRt8LoS
#PXCongress  #patientcare #patients https://t.co/CeQbf2VsBD",0,0,https://twitter.com/user/status/1855875155756769598,0.39166666666666666,Positive
1855874951397675184,2024-11-11 07:27:23+00:00,1452167044019851267,#PatientExperience,"We are #Thankful to Rema Kesavan for sharing her #Journey , marking two years post-transplant. Her gratitude for Dr. Abhishek Yadav highlights the exceptional #CARE that gave her a new lease on life.
#healthcare   #Wellbeing #PatientExperience https://t.co/Sqr8Sjl6mJ",0,0,https://twitter.com/user/status/1855874951397675184,0.4015151515151515,Positive
1855865147275055241,2024-11-11 06:48:26+00:00,1276096150383149083,#PatientExperience,"Streamline your radiology practice with our comprehensive software solution.

https://t.co/0qxhaJHJ1q

#RadiologySoftware #MedicalImaging #PatientExperience #HospitalManagement #MedicalSoftware #HealthTechSolutions I #HealthcareSolutions #erpsolutions #erpsoftware #ipdmanagement https://t.co/xv7GxKDfq6",1,0,https://twitter.com/user/status/1855865147275055241,0.0,Neutral
1855864539012596006,2024-11-11 06:46:01+00:00,255800745,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855864539012596006,0.15,Positive
1855853215729824157,2024-11-11 06:01:01+00:00,914137165,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855853215729824157,0.15,Positive
1855849814258245720,2024-11-11 05:47:30+00:00,119310217,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855849814258245720,0.15,Positive
1855848677929074947,2024-11-11 05:42:59+00:00,1667403818,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855848677929074947,0.15,Positive
1855834239763132865,2024-11-11 04:45:37+00:00,2241868043,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855834239763132865,0.15,Positive
1855834114030510381,2024-11-11 04:45:07+00:00,2216612087,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855834114030510381,0.15,Positive
1855833283973587371,2024-11-11 04:41:49+00:00,2788117379,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855833283973587371,0.15,Positive
1855832358718468149,2024-11-11 04:38:08+00:00,1716787770,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855832358718468149,0.15,Positive
1855821801466573037,2024-11-11 03:56:11+00:00,463176918,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855821801466573037,0.15,Positive
1855815128207257682,2024-11-11 03:29:40+00:00,1397899729,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855815128207257682,0.15,Positive
1855805158203994427,2024-11-11 02:50:03+00:00,2189848614,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855805158203994427,0.15,Positive
1855804987911061683,2024-11-11 02:49:22+00:00,259915304,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855804987911061683,0.15,Positive
1855797450365092198,2024-11-11 02:19:25+00:00,1561577112,#PatientExperience,"RT @ValerieSimon: A powerful visual!
#NurseTwitter #PatientExperience #HLTH2022",0,234,https://twitter.com/user/status/1855797450365092198,0.15,Positive
1855792321310216433,2024-11-11 01:59:03+00:00,1095864383660531714,#PatientExperience,RT @southasianIBD: SAIA is excited to join hands with @MondayNightIBD for an important discussion on the role of intestinal ultrasound in #…,0,16,https://twitter.com/user/status/1855792321310216433,0.3875,Positive
1855133338282987963,2024-11-09 06:20:29+00:00,1485997050470744079,#HealthcareFeedback,RT @yihcoemasaka: Share your experience at our healthcare facilities/drop-in centre! Take 2 mins to fill out our Mabox tools feedback form…,0,1,https://twitter.com/user/status/1855133338282987963,0.0,Neutral
1853763100874269096,2024-11-05 11:35:39+00:00,1252976936894242817,#HealthcareFeedback,Share your experience at our healthcare facilities/drop-in centre! Take 2 mins to fill out our Mabox tools feedback form https://t.co/4rLcwCSUsO. Your input = better services! #HealthcareFeedback #ImprovingServices https://t.co/kc17myUap8,4,1,https://twitter.com/user/status/1853763100874269096,0.625,Positive
